Community,Mode,Time Range,Cost,MI
Saint Elizabeths,transit,50,2,10017.37452
Saint Elizabeths,transit,60,2,10017.37452
"Shaw, Logan Circle",drive,10,2.09375,21730.32195
"Shaw, Logan Circle",drive,20,4.1875,9023.463954
"Shaw, Logan Circle",drive,30,6.28125,3746.971716
"Shaw, Logan Circle",drive,40,8.375,1555.920998
"Shaw, Logan Circle",drive,50,10.46875,646.0924541
"Shaw, Logan Circle",drive,60,12.5625,268.2883384
"Shaw, Logan Circle",bicycle,10,0.260273973,42591.96379
"Shaw, Logan Circle",bicycle,20,0.260273973,42591.96379
"Shaw, Logan Circle",bicycle,30,0.260273973,42591.96379
"Shaw, Logan Circle",bicycle,40,0.260273973,42591.96379
"Shaw, Logan Circle",bicycle,50,0.510273973,38348.85452
"Shaw, Logan Circle",bicycle,60,1.010273973,31088.64969
"Shaw, Logan Circle",walk,10,0,13137
"Shaw, Logan Circle",walk,20,0,13137
"Shaw, Logan Circle",walk,30,0,13137
"Shaw, Logan Circle",walk,40,0,13137
"Shaw, Logan Circle",walk,50,0,13137
"Shaw, Logan Circle",walk,60,0,13137
"Shaw, Logan Circle",transit,10,2,10758.12806
"Shaw, Logan Circle",transit,20,2,10758.12806
"Shaw, Logan Circle",transit,30,2,10758.12806
"Shaw, Logan Circle",transit,40,2,10758.12806
"Shaw, Logan Circle",transit,50,2,10758.12806
"Shaw, Logan Circle",transit,60,2,10758.12806
"Sheridan, Barry Farm, Buena Vista",drive,10,2.09375,42256.20702
"Sheridan, Barry Farm, Buena Vista",drive,20,4.1875,41673.56015
"Sheridan, Barry Farm, Buena Vista",drive,30,6.28125,41098.94707
"Sheridan, Barry Farm, Buena Vista",drive,40,8.375,40532.257
"Sheridan, Barry Farm, Buena Vista",drive,50,10.46875,39973.3807
"Sheridan, Barry Farm, Buena Vista",drive,60,12.5625,39422.21043
"Sheridan, Barry Farm, Buena Vista",bicycle,10,0.260273973,28911.0574
"Sheridan, Barry Farm, Buena Vista",bicycle,20,0.260273973,28911.0574
"Sheridan, Barry Farm, Buena Vista",bicycle,30,0.260273973,28911.0574
"Sheridan, Barry Farm, Buena Vista",bicycle,40,0.260273973,28911.0574
"Sheridan, Barry Farm, Buena Vista",bicycle,50,0.510273973,28863.16732
"Sheridan, Barry Farm, Buena Vista",bicycle,60,1.010273973,28767.62501
"Sheridan, Barry Farm, Buena Vista",walk,10,0,1923
"Sheridan, Barry Farm, Buena Vista",walk,20,0,1923
"Sheridan, Barry Farm, Buena Vista",walk,30,0,1923
"Sheridan, Barry Farm, Buena Vista",walk,40,0,1923
"Sheridan, Barry Farm, Buena Vista",walk,50,0,1923
"Sheridan, Barry Farm, Buena Vista",walk,60,0,1923
"Sheridan, Barry Farm, Buena Vista",transit,10,2,20972.98905
"Sheridan, Barry Farm, Buena Vista",transit,20,2,20972.98905
"Sheridan, Barry Farm, Buena Vista",transit,30,2,20972.98905
"Sheridan, Barry Farm, Buena Vista",transit,40,2,20972.98905
"Sheridan, Barry Farm, Buena Vista",transit,50,2,20972.98905
"Sheridan, Barry Farm, Buena Vista",transit,60,2,20972.98905
"Southwest Employment Area, Southwest Waterfront, Fort McNair, Buzzard Point",drive,10,2.09375,28782.37427
"Southwest Employment Area, Southwest Waterfront, Fort McNair, Buzzard Point",drive,20,4.1875,17142.42993
"Southwest Employment Area, Southwest Waterfront, Fort McNair, Buzzard Point",drive,30,6.28125,10209.8215
"Southwest Employment Area, Southwest Waterfront, Fort McNair, Buzzard Point",drive,40,8.375,6080.844758
"Southwest Employment Area, Southwest Waterfront, Fort McNair, Buzzard Point",drive,50,10.46875,3621.676731
"Southwest Employment Area, Southwest Waterfront, Fort McNair, Buzzard Point",drive,60,12.5625,2157.026345
"Southwest Employment Area, Southwest Waterfront, Fort McNair, Buzzard Point",bicycle,10,0.260273973,36645.65786
"Southwest Employment Area, Southwest Waterfront, Fort McNair, Buzzard Point",bicycle,20,0.260273973,36645.65786
"Southwest Employment Area, Southwest Waterfront, Fort McNair, Buzzard Point",bicycle,30,0.260273973,36645.65786
"Southwest Employment Area, Southwest Waterfront, Fort McNair, Buzzard Point",bicycle,40,0.260273973,36645.65786
"Southwest Employment Area, Southwest Waterfront, Fort McNair, Buzzard Point",bicycle,50,0.510273973,34446.91832
"Southwest Employment Area, Southwest Waterfront, Fort McNair, Buzzard Point",bicycle,60,1.010273973,30437.29691
"Southwest Employment Area, Southwest Waterfront, Fort McNair, Buzzard Point",walk,10,0,5277
"Southwest Employment Area, Southwest Waterfront, Fort McNair, Buzzard Point",walk,20,0,5277
"Southwest Employment Area, Southwest Waterfront, Fort McNair, Buzzard Point",walk,30,0,5277
"Southwest Employment Area, Southwest Waterfront, Fort McNair, Buzzard Point",walk,40,0,5277
"Southwest Employment Area, Southwest Waterfront, Fort McNair, Buzzard Point",walk,50,0,5277
"Southwest Employment Area, Southwest Waterfront, Fort McNair, Buzzard Point",walk,60,0,5277
"Southwest Employment Area, Southwest Waterfront, Fort McNair, Buzzard Point",transit,10,2,20055.42733
"Southwest Employment Area, Southwest Waterfront, Fort McNair, Buzzard Point",transit,20,2,20055.42733
"Southwest Employment Area, Southwest Waterfront, Fort McNair, Buzzard Point",transit,30,2,20055.42733
"Southwest Employment Area, Southwest Waterfront, Fort McNair, Buzzard Point",transit,40,2,20055.42733
"Southwest Employment Area, Southwest Waterfront, Fort McNair, Buzzard Point",transit,50,2,20055.42733
"Southwest Employment Area, Southwest Waterfront, Fort McNair, Buzzard Point",transit,60,2,20055.42733
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",drive,10,2.09375,7849.706262
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",drive,20,4.1875,1558.40786
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",drive,30,6.28125,309.3918394
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",drive,40,8.375,61.42378561
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",drive,50,10.46875,12.19450857
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",drive,60,12.5625,2.420984606
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",bicycle,10,0.260273973,25392.45309
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",bicycle,20,0.260273973,25392.45309
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",bicycle,30,0.260273973,25392.45309
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",bicycle,40,0.260273973,25392.45309
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",bicycle,50,0.510273973,20934.52894
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",bicycle,60,1.010273973,14229.19272
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",walk,10,0,854
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",walk,20,0,854
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",walk,30,0,854
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",walk,40,0,854
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",walk,50,0,854
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",walk,60,0,854
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",transit,10,2,131.6901942
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",transit,20,2,131.6901942
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",transit,30,2,131.6901942
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",transit,40,2,131.6901942
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",transit,50,2,131.6901942
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",transit,60,2,131.6901942
"Takoma, Brightwood, Manor Park",drive,10,2.09375,22653.18928
"Takoma, Brightwood, Manor Park",drive,20,4.1875,12441.31657
"Takoma, Brightwood, Manor Park",drive,30,6.28125,6832.872672
"Takoma, Brightwood, Manor Park",drive,40,8.375,3752.669478
"Takoma, Brightwood, Manor Park",drive,50,10.46875,2060.996727
"Takoma, Brightwood, Manor Park",drive,60,12.5625,1131.916235
"Takoma, Brightwood, Manor Park",bicycle,10,0.260273973,32313.80993
"Takoma, Brightwood, Manor Park",bicycle,20,0.260273973,32313.80993
"Takoma, Brightwood, Manor Park",bicycle,30,0.260273973,32313.80993
"Takoma, Brightwood, Manor Park",bicycle,40,0.260273973,32313.80993
"Takoma, Brightwood, Manor Park",bicycle,50,0.510273973,30082.36563
"Takoma, Brightwood, Manor Park",bicycle,60,1.010273973,26071.11613
"Takoma, Brightwood, Manor Park",walk,10,0,2521
"Takoma, Brightwood, Manor Park",walk,20,0,2521
"Takoma, Brightwood, Manor Park",walk,30,0,2521
"Takoma, Brightwood, Manor Park",walk,40,0,2521
"Takoma, Brightwood, Manor Park",walk,50,0,2521
"Takoma, Brightwood, Manor Park",walk,60,0,2521
"Takoma, Brightwood, Manor Park",transit,10,2,5286.6005
"Takoma, Brightwood, Manor Park",transit,20,2,5286.6005
"Takoma, Brightwood, Manor Park",transit,30,2,5286.6005
"Takoma, Brightwood, Manor Park",transit,40,2,5286.6005
"Takoma, Brightwood, Manor Park",transit,50,2,5286.6005
"Takoma, Brightwood, Manor Park",transit,60,2,5286.6005
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",drive,10,2.09375,33188.22786
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",drive,20,4.1875,24454.03109
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",drive,30,6.28125,18018.42627
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",drive,40,8.375,13276.48942
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",drive,50,10.46875,9782.495362
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",drive,60,12.5625,7208.021071
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",bicycle,10,0.260273973,30549.89825
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",bicycle,20,0.260273973,30549.89825
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",bicycle,30,0.260273973,30549.89825
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",bicycle,40,0.260273973,30549.89825
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",bicycle,50,0.510273973,29455.94227
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",bicycle,60,1.010273973,27384.14739
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",walk,10,0,1912
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",walk,20,0,1912
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",walk,30,0,1912
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",walk,40,0,1912
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",walk,50,0,1912
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",walk,60,0,1912
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",transit,10,2,5630.686503
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",transit,20,2,5630.686503
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",transit,30,2,5630.686503
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",transit,40,2,5630.686503
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",transit,50,2,5630.686503
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",transit,60,2,5630.686503
"Union Station, Stanton Park, Kingman Park",drive,10,2.09375,17762.06429
"Union Station, Stanton Park, Kingman Park",drive,20,4.1875,6619.199962
"Union Station, Stanton Park, Kingman Park",drive,30,6.28125,2466.70699
"Union Station, Stanton Park, Kingman Park",drive,40,8.375,919.2415109
"Union Station, Stanton Park, Kingman Park",drive,50,10.46875,342.5639765
"Union Station, Stanton Park, Kingman Park",drive,60,12.5625,127.659681
"Union Station, Stanton Park, Kingman Park",bicycle,10,0.260273973,37822.26364
"Union Station, Stanton Park, Kingman Park",bicycle,20,0.260273973,37822.26364
"Union Station, Stanton Park, Kingman Park",bicycle,30,0.260273973,37822.26364
"Union Station, Stanton Park, Kingman Park",bicycle,40,0.260273973,37822.26364
"Union Station, Stanton Park, Kingman Park",bicycle,50,0.510273973,33617.15049
"Union Station, Stanton Park, Kingman Park",bicycle,60,1.010273973,26557.52871
"Union Station, Stanton Park, Kingman Park",walk,10,0,6707
"Union Station, Stanton Park, Kingman Park",walk,20,0,6707
"Union Station, Stanton Park, Kingman Park",walk,30,0,6707
"Union Station, Stanton Park, Kingman Park",walk,40,0,6707
"Union Station, Stanton Park, Kingman Park",walk,50,0,6707
"Union Station, Stanton Park, Kingman Park",walk,60,0,6707
"Union Station, Stanton Park, Kingman Park",transit,10,2,7464.760344
"Union Station, Stanton Park, Kingman Park",transit,20,2,7464.760344
"Union Station, Stanton Park, Kingman Park",transit,30,2,7464.760344
"Union Station, Stanton Park, Kingman Park",transit,40,2,7464.760344
"Union Station, Stanton Park, Kingman Park",transit,50,2,7464.760344
"Union Station, Stanton Park, Kingman Park",transit,60,2,7464.760344
Walter Reed,drive,10,2.09375,19528.93285
Walter Reed,drive,20,4.1875,9846.36404
Walter Reed,drive,30,6.28125,4964.474278
Walter Reed,drive,40,8.375,2503.056433
Walter Reed,drive,50,10.46875,1262.025172
Walter Reed,drive,60,12.5625,636.3050849
Walter Reed,bicycle,10,0.260273973,28572.21198
Walter Reed,bicycle,20,0.260273973,28572.21198
Walter Reed,bicycle,30,0.260273973,28572.21198
Walter Reed,bicycle,40,0.260273973,28572.21198
Walter Reed,bicycle,50,0.510273973,26328.92349
Walter Reed,bicycle,60,1.010273973,22356.8998
Walter Reed,walk,10,0,2009
Walter Reed,walk,20,0,2009
Walter Reed,walk,30,0,2009
Walter Reed,walk,40,0,2009
Walter Reed,walk,50,0,2009
Walter Reed,walk,60,0,2009
Walter Reed,transit,10,2,4385.296866
Walter Reed,transit,20,2,4385.296866
Walter Reed,transit,30,2,4385.296866
Walter Reed,transit,40,2,4385.296866
Walter Reed,transit,50,2,4385.296866
Walter Reed,transit,60,2,4385.296866
"West End, Foggy Bottom, GWU",drive,10,2.09375,30511.19753
"West End, Foggy Bottom, GWU",drive,20,4.1875,18435.05039
"West End, Foggy Bottom, GWU",drive,30,6.28125,11138.56913
"West End, Foggy Bottom, GWU",drive,40,8.375,6729.990951
"West End, Foggy Bottom, GWU",drive,50,10.46875,4066.301305
"West End, Foggy Bottom, GWU",drive,60,12.5625,2456.883883
"West End, Foggy Bottom, GWU",bicycle,10,0.260273973,41544.74193
"West End, Foggy Bottom, GWU",bicycle,20,0.260273973,41544.74193
"West End, Foggy Bottom, GWU",bicycle,30,0.260273973,41544.74193
"West End, Foggy Bottom, GWU",bicycle,40,0.260273973,41544.74193
"West End, Foggy Bottom, GWU",bicycle,50,0.510273973,39119.10503
"West End, Foggy Bottom, GWU",bicycle,60,1.010273973,34684.43306
"West End, Foggy Bottom, GWU",walk,10,0,9880
"West End, Foggy Bottom, GWU",walk,20,0,9880
"West End, Foggy Bottom, GWU",walk,30,0,9880
"West End, Foggy Bottom, GWU",walk,40,0,9880
"West End, Foggy Bottom, GWU",walk,50,0,9880
"West End, Foggy Bottom, GWU",walk,60,0,9880
"West End, Foggy Bottom, GWU",transit,10,2,20259.62733
"West End, Foggy Bottom, GWU",transit,20,2,20259.62733
"West End, Foggy Bottom, GWU",transit,30,2,20259.62733
"West End, Foggy Bottom, GWU",transit,40,2,20259.62733
"West End, Foggy Bottom, GWU",transit,50,2,20259.62733
"West End, Foggy Bottom, GWU",transit,60,2,20259.62733
"Woodland Fort Stanton, Garfield Heights, Knox Hill",drive,10,2.09375,40421.2666
"Woodland Fort Stanton, Garfield Heights, Knox Hill",drive,20,4.1875,39787.62434
"Woodland Fort Stanton, Garfield Heights, Knox Hill",drive,30,6.28125,39163.91503
"Woodland Fort Stanton, Garfield Heights, Knox Hill",drive,40,8.375,38549.98296
"Woodland Fort Stanton, Garfield Heights, Knox Hill",drive,50,10.46875,37945.67487
"Woodland Fort Stanton, Garfield Heights, Knox Hill",drive,60,12.5625,37350.83989
"Woodland Fort Stanton, Garfield Heights, Knox Hill",bicycle,10,0.260273973,28080.79194
"Woodland Fort Stanton, Garfield Heights, Knox Hill",bicycle,20,0.260273973,28080.79194
"Woodland Fort Stanton, Garfield Heights, Knox Hill",bicycle,30,0.260273973,28080.79194
"Woodland Fort Stanton, Garfield Heights, Knox Hill",bicycle,40,0.260273973,28080.79194
"Woodland Fort Stanton, Garfield Heights, Knox Hill",bicycle,50,0.510273973,28027.86514
"Woodland Fort Stanton, Garfield Heights, Knox Hill",bicycle,60,1.010273973,27922.31064
"Woodland Fort Stanton, Garfield Heights, Knox Hill",walk,10,0,1367
"Woodland Fort Stanton, Garfield Heights, Knox Hill",walk,20,0,1367
"Woodland Fort Stanton, Garfield Heights, Knox Hill",walk,30,0,1367
"Woodland Fort Stanton, Garfield Heights, Knox Hill",walk,40,0,1367
"Woodland Fort Stanton, Garfield Heights, Knox Hill",walk,50,0,1367
"Woodland Fort Stanton, Garfield Heights, Knox Hill",walk,60,0,1367
"Woodland Fort Stanton, Garfield Heights, Knox Hill",transit,10,2,4474.948868
"Woodland Fort Stanton, Garfield Heights, Knox Hill",transit,20,2,4474.948868
"Woodland Fort Stanton, Garfield Heights, Knox Hill",transit,30,2,4474.948868
"Woodland Fort Stanton, Garfield Heights, Knox Hill",transit,40,2,4474.948868
"Woodland Fort Stanton, Garfield Heights, Knox Hill",transit,50,2,4474.948868
"Woodland Fort Stanton, Garfield Heights, Knox Hill",transit,60,2,4474.948868
"Woodridge, Fort Lincoln, Gateway",drive,10,2.09375,25499.28281
"Woodridge, Fort Lincoln, Gateway",drive,20,4.1875,15128.98283
"Woodridge, Fort Lincoln, Gateway",drive,30,6.28125,8976.178783
"Woodridge, Fort Lincoln, Gateway",drive,40,8.375,5325.65781
"Woodridge, Fort Lincoln, Gateway",drive,50,10.46875,3159.766733
"Woodridge, Fort Lincoln, Gateway",drive,60,12.5625,1874.721614
"Woodridge, Fort Lincoln, Gateway",bicycle,10,0.260273973,30880.56694
"Woodridge, Fort Lincoln, Gateway",bicycle,20,0.260273973,30880.56694
"Woodridge, Fort Lincoln, Gateway",bicycle,30,0.260273973,30880.56694
"Woodridge, Fort Lincoln, Gateway",bicycle,40,0.260273973,30880.56694
"Woodridge, Fort Lincoln, Gateway",bicycle,50,0.510273973,29014.45591
"Woodridge, Fort Lincoln, Gateway",bicycle,60,1.010273973,25613.72619
"Woodridge, Fort Lincoln, Gateway",walk,10,0,1118
"Woodridge, Fort Lincoln, Gateway",walk,20,0,1118
"Woodridge, Fort Lincoln, Gateway",walk,30,0,1118
"Woodridge, Fort Lincoln, Gateway",walk,40,0,1118
"Woodridge, Fort Lincoln, Gateway",walk,50,0,1118
"Woodridge, Fort Lincoln, Gateway",walk,60,0,1118
"Woodridge, Fort Lincoln, Gateway",transit,10,2,537.4976845
"Woodridge, Fort Lincoln, Gateway",transit,20,2,537.4976845
"Woodridge, Fort Lincoln, Gateway",transit,30,2,537.4976845
"Woodridge, Fort Lincoln, Gateway",transit,40,2,537.4976845
"Woodridge, Fort Lincoln, Gateway",transit,50,2,537.4976845
"Woodridge, Fort Lincoln, Gateway",transit,60,2,537.4976845
